TIMESTAMP,STATION,RELHUM2MAVG,VPDEFAVG,PRECIP,SRAVG,VWC10CM,WSPD2MAVG,TEMP2MMIN,TEMP2MMAX,SOILTMP10AVG
2021-06-28 00:00:00,Manhattan,73.43,0.87,0.0,275.91,0.29838,2.57,62.87,85.28,59.46
2021-06-29 00:00:00,Manhattan,74.9,0.82,0.0,220.21,0.29346,3.04,66.25,82.83,59.55
2021-06-30 00:00:00,Manhattan,82.68,0.56,0.0,194.2,0.2891,3.09,71.28,83.32,59.59
2021-07-01 00:00:00,Manhattan,91.07,0.28,30.23,161.28,0.37703,2.01,69.21,82.09,59.39
2021-07-02 00:00:00,Manhattan,77.01,0.78,0.25,197.7,0.39153,2.75,69.31,84.31,59.33
2021-07-03 00:00:00,Manhattan,68.97,1.13,0.0,328.07,0.38167,2.39,64.33,87.12,59.51
2021-07-04 00:00:00,Manhattan,63.73,1.4,0.0,309.97,0.37038,2.48,61.39,89.56,59.54
2021-07-05 00:00:00,Manhattan,62.82,1.44,0.0,321.49,0.35603,4.09,64.33,89.33,59.65
2021-07-06 00:00:00,Manhattan,59.85,1.55,0.0,327.37,0.33791,3.67,63.61,89.69,59.76
2021-07-07 00:00:00,Manhattan,55.21,1.73,0.0,326.74,0.31741,4.21,63.81,89.69,59.9
2021-07-08 00:00:00,Manhattan,70.56,0.97,0.51,270.21,0.29878,5.23,66.87,84.67,59.9
2021-07-09 00:00:00,Manhattan,67.1,1.18,0.0,323.85,0.28329,3.06,59.22,87.98,59.46
2021-07-10 00:00:00,Manhattan,61.71,1.69,3.3,239.93,0.27419,7.31,74.57,96.78,59.89
2021-07-11 00:00:00,Manhattan,81.91,0.58,25.15,232.66,0.39311,5.7,65.53,85.66,59.22
2021-07-12 00:00:00,Manhattan,76.44,0.66,2.54,224.48,0.38528,6.24,63.61,79.16,58.13
2021-07-13 00:00:00,Manhattan,68.7,0.99,0.0,332.56,0.37404,2.48,59.22,82.71,57.95
2021-07-14 00:00:00,Manhattan,69.36,1.28,0.0,276.16,0.36184,3.98,58.98,91.27,58.33
2021-07-15 00:00:00,Manhattan,56.46,1.85,12.19,244.43,0.34554,8.48,66.97,94.1,59.08
2021-07-16 00:00:00,Manhattan,89.77,0.31,105.41,133.22,0.43115,4.07,66.72,80.87,57.51
2021-07-17 00:00:00,Manhattan,86.38,0.44,0.0,180.84,0.42349,2.44,67.24,81.73,57.93
2021-07-18 00:00:00,Manhattan,83.4,0.57,0.0,218.25,0.41657,2.8,66.99,85.89,58.49
2021-07-19 00:00:00,Manhattan,77.51,0.74,0.0,268.12,0.41066,3.15,67.24,82.96,58.68
2021-07-20 00:00:00,Manhattan,75.18,0.83,0.0,283.23,0.40171,2.57,62.87,84.06,58.29
2021-07-21 00:00:00,Manhattan,75.72,0.87,0.0,292.77,0.39184,1.99,63.1,85.28,58.42
2021-07-22 00:00:00,Manhattan,69.52,1.14,0.0,273.67,0.37903,3.04,62.62,87.37,58.38
2021-07-23 00:00:00,Manhattan,61.46,1.46,0.0,295.42,0.3616,5.32,64.31,88.95,58.52
2021-07-24 00:00:00,Manhattan,59.7,1.72,0.0,300.87,0.3396,6.02,72.75,94.33,58.93
2021-07-25 00:00:00,Manhattan,64.5,1.64,0.0,304.89,0.31857,4.52,75.29,97.88,59.78
2021-07-26 00:00:00,Manhattan,81.45,0.63,8.64,146.92,0.3075,3.15,66.15,86.14,59.36
2021-07-27 00:00:00,Manhattan,75.37,0.96,0.0,277.17,0.30547,3.24,70.43,88.83,59.53
2021-07-28 00:00:00,Manhattan,72.16,1.27,0.0,301.11,0.30058,2.26,68.7,94.23,59.86
2021-07-29 00:00:00,Manhattan,66.33,1.68,0.0,307.09,0.29261,4.47,71.65,97.29,60.41
2021-07-30 00:00:00,Manhattan,65.52,1.71,0.0,301.42,0.28255,3.62,75.54,99.18,60.79
2021-07-31 00:00:00,Manhattan,61.49,1.9,0.0,295.67,0.27434,3.04,72.61,98.6,60.85
2021-08-01 00:00:00,Manhattan,77.9,0.77,3.81,183.9,0.26898,4.38,69.94,86.27,60.44
2021-08-02 00:00:00,Manhattan,67.31,1.04,0.25,288.93,0.26701,4.03,61.03,82.71,59.33
2021-08-03 00:00:00,Manhattan,69.3,0.94,0.0,260.07,0.26375,2.08,57.25,81.12,57.93
2021-08-04 00:00:00,Manhattan,66.64,1.03,0.0,275.65,0.26088,2.24,55.42,82.47,57.4
2021-08-05 00:00:00,Manhattan,61.84,1.31,0.0,264.31,0.25795,4.43,60.91,87.24,57.52
2021-08-06 00:00:00,Manhattan,60.07,1.39,0.0,152.03,0.25507,5.97,71.04,90.3,57.69
2021-08-07 00:00:00,Manhattan,60.34,1.67,0.0,270.44,0.25269,6.11,68.7,95.56,58.18
2021-08-08 00:00:00,Manhattan,61.01,1.81,7.87,222.64,0.2495,8.81,67.86,98.13,58.89
2021-08-09 00:00:00,Manhattan,78.2,0.85,7.62,228.36,0.24993,4.43,65.77,88.83,58.57
2021-08-10 00:00:00,Manhattan,70.01,1.4,0.0,283.88,0.25277,5.14,74.08,96.06,59.57
2021-08-11 00:00:00,Manhattan,71.64,1.18,14.48,191.1,0.29181,6.42,72.12,91.65,60.03
2021-08-12 00:00:00,Manhattan,57.91,1.96,0.0,275.54,0.2811,6.69,79.09,97.29,60.24
2021-08-13 00:00:00,Manhattan,64.05,1.55,1.78,241.32,0.26589,5.35,76.75,96.91,60.34
2021-08-14 00:00:00,Manhattan,80.78,0.6,15.75,226.72,0.26734,5.5,66.76,82.6,59.75
2021-08-15 00:00:00,Manhattan,71.02,0.98,0.0,288.86,0.26735,2.64,61.52,84.67,59.01
2021-08-16 00:00:00,Manhattan,70.62,1.01,0.0,271.56,0.26508,3.38,62.01,86.5,58.59
2021-08-17 00:00:00,Manhattan,71.22,1.02,0.0,227.85,0.26253,2.64,63.84,90.55,58.69
2021-08-18 00:00:00,Manhattan,70.31,1.18,0.0,281.29,0.25827,4.0,64.33,90.43,58.85
2021-08-19 00:00:00,Manhattan,70.09,1.15,0.0,269.65,0.25314,4.59,67.48,89.2,58.94
2021-08-20 00:00:00,Manhattan,74.02,0.99,0.0,195.99,0.24971,5.08,72.63,88.59,59.07
2021-08-21 00:00:00,Manhattan,78.6,0.94,12.45,226.12,0.26078,5.93,68.7,96.3,59.35
2021-08-22 00:00:00,Manhattan,72.19,0.85,0.0,279.8,0.29927,4.34,62.87,81.99,58.94
2021-08-23 00:00:00,Manhattan,71.67,1.13,0.0,259.42,0.27545,5.14,61.77,91.65,58.26
2021-08-24 00:00:00,Manhattan,56.03,2.18,0.0,269.9,0.25998,6.35,73.11,100.33,59.34
2021-08-25 00:00:00,Manhattan,48.8,2.53,0.0,273.56,0.2483,8.25,79.2,100.58,59.61
2021-08-26 00:00:00,Manhattan,66.33,1.42,0.0,254.87,0.24381,5.99,76.75,92.75,60.14
2021-08-27 00:00:00,Manhattan,58.43,2.08,0.0,272.4,0.24105,5.79,72.86,99.23,60.38
2021-08-28 00:00:00,Manhattan,53.21,2.19,0.0,268.68,0.23777,8.99,78.22,98.13,60.38
2021-08-29 00:00:00,Manhattan,57.18,1.81,0.0,245.2,0.23494,8.21,75.56,94.1,60.19
2021-08-30 00:00:00,Manhattan,75.5,0.73,0.0,84.87,0.23162,4.63,66.76,79.93,59.12
2021-08-31 00:00:00,Manhattan,72.57,1.15,0.0,243.22,0.23015,2.57,64.58,93.61,58.78
2021-09-01 00:00:00,Manhattan,74.66,0.89,11.43,203.24,0.29021,5.21,63.32,91.17,59.04
2021-09-02 00:00:00,Manhattan,79.56,0.62,0.0,196.89,0.29225,4.81,66.25,81.86,58.63
2021-09-03 00:00:00,Manhattan,81.41,0.58,5.84,103.09,0.26611,4.85,68.95,83.57,58.29
2021-09-04 00:00:00,Manhattan,83.59,0.53,43.94,191.79,0.37031,4.25,68.22,82.6,58.38
2021-09-05 00:00:00,Manhattan,85.05,0.42,10.67,166.14,0.39852,3.42,61.41,79.03,58.38
2021-09-06 00:00:00,Manhattan,77.49,0.76,0.0,221.91,0.39455,2.21,56.77,84.79,57.26
2021-09-07 00:00:00,Manhattan,61.66,1.43,0.0,253.8,0.38241,5.17,62.01,91.27,57.22
2021-09-08 00:00:00,Manhattan,59.84,1.43,0.0,240.94,0.36923,5.88,62.89,91.27,57.77
2021-09-09 00:00:00,Manhattan,59.09,1.33,0.0,261.65,0.35503,2.93,55.54,86.63,56.93
2021-09-10 00:00:00,Manhattan,70.7,1.03,0.0,229.33,0.34205,2.28,55.67,87.12,56.5
2021-09-11 00:00:00,Manhattan,67.69,1.19,0.0,211.45,0.32928,3.15,61.88,89.82,56.67
2021-09-12 00:00:00,Manhattan,49.83,1.95,0.0,233.34,0.31339,7.0,68.11,93.24,57.12
2021-09-13 00:00:00,Manhattan,48.03,1.94,0.0,221.07,0.29411,6.58,68.95,92.75,57.42
2021-09-14 00:00:00,Manhattan,50.34,1.85,0.0,226.86,0.27737,8.55,71.89,91.65,57.36
2021-09-15 00:00:00,Manhattan,77.25,0.63,0.0,69.23,0.26861,3.36,64.08,77.0,57.12
2021-09-16 00:00:00,Manhattan,79.67,0.64,0.0,208.13,0.26826,3.44,61.05,83.32,56.92
2021-09-17 00:00:00,Manhattan,59.97,1.49,0.0,238.71,0.26831,5.84,63.57,90.79,57.18
2021-09-18 00:00:00,Manhattan,67.12,1.14,0.0,211.47,0.26822,3.33,65.53,91.53,57.57
2021-09-19 00:00:00,Manhattan,66.61,1.27,0.0,230.87,0.26748,2.89,62.87,90.91,57.62
2021-09-20 00:00:00,Manhattan,67.79,1.22,0.0,237.19,0.2665,5.39,61.65,90.3,57.62
2021-09-21 00:00:00,Manhattan,59.46,1.31,0.0,168.46,0.26549,9.1,61.88,88.59,57.62
2021-09-22 00:00:00,Manhattan,50.74,1.11,0.0,226.03,0.26197,6.96,52.25,75.99,56.14
2021-09-23 00:00:00,Manhattan,59.6,0.92,0.0,244.87,0.25892,2.19,44.56,75.87,54.9
2021-09-24 00:00:00,Manhattan,52.15,1.37,0.0,236.22,0.25692,4.34,43.59,83.57,54.36
2021-09-25 00:00:00,Manhattan,47.91,1.26,0.0,102.2,0.25567,6.06,54.68,77.13,54.33
2021-09-26 00:00:00,Manhattan,59.1,1.08,0.0,231.39,0.25413,3.78,47.48,80.51,53.95
2021-09-27 00:00:00,Manhattan,32.57,2.57,0.0,225.83,0.25365,7.96,60.21,96.06,54.43
2021-09-28 00:00:00,Manhattan,39.62,2.2,0.0,221.77,0.25338,5.68,67.24,94.71,55.16
2021-09-29 00:00:00,Manhattan,47.77,1.82,0.0,202.02,0.25241,4.45,65.79,91.17,55.57
2021-09-30 00:00:00,Manhattan,69.19,0.9,0.0,103.83,0.25086,3.62,63.81,82.83,55.55
2021-10-01 00:00:00,Manhattan,86.12,0.34,8.64,105.85,0.25018,3.36,60.44,75.99,55.63
2021-10-02 00:00:00,Manhattan,81.07,0.45,0.0,152.22,0.24927,2.71,55.8,73.81,55.08
2021-10-03 00:00:00,Manhattan,80.11,0.48,0.0,97.7,0.24881,3.13,56.64,72.84,54.63
2021-10-04 00:00:00,Manhattan,59.95,1.07,0.0,216.57,0.24877,4.5,53.58,81.25,54.4
2021-10-05 00:00:00,Manhattan,55.36,1.26,0.0,214.2,0.24797,1.99,49.21,84.54,53.83
2021-10-06 00:00:00,Manhattan,67.98,0.84,0.0,194.59,0.24761,1.95,48.22,80.15,53.64
2021-10-07 00:00:00,Manhattan,81.48,0.46,0.0,108.94,0.24722,1.54,53.58,74.43,53.5
2021-10-08 00:00:00,Manhattan,75.45,0.74,0.0,171.64,0.24721,2.75,52.74,82.35,53.69
2021-10-09 00:00:00,Manhattan,67.29,1.05,0.0,192.19,0.24782,2.1,57.99,86.99,54.27
2021-10-10 00:00:00,Manhattan,54.28,1.78,0.0,131.8,0.24784,5.17,63.36,91.4,54.63
2021-10-11 00:00:00,Manhattan,69.89,0.66,3.81,88.41,0.24777,5.21,56.03,75.94,54.39
2021-10-12 00:00:00,Manhattan,69.55,0.72,9.14,183.82,0.33054,6.02,48.96,76.48,53.33
2021-10-13 00:00:00,Manhattan,66.95,0.82,0.51,146.31,0.32826,5.57,46.99,78.93,52.42
2021-10-14 00:00:00,Manhattan,62.79,0.78,13.46,199.68,0.38742,6.35,50.4,71.15,52.65
2021-10-15 00:00:00,Manhattan,50.26,0.88,0.0,162.74,0.37725,4.9,39.42,70.27,51.61
2021-10-16 00:00:00,Manhattan,49.08,0.79,0.0,181.43,0.37052,7.54,45.55,65.77,51.17
2021-10-17 00:00:00,Manhattan,56.08,0.72,0.0,197.36,0.36377,3.04,33.84,69.53,50.02
2021-10-18 00:00:00,Manhattan,62.0,0.9,0.0,194.26,0.35845,1.54,35.42,78.8,49.77
2021-10-19 00:00:00,Manhattan,44.87,1.17,0.0,183.22,0.35339,6.89,50.92,75.42,49.89
2021-10-20 00:00:00,Manhattan,53.46,1.11,0.0,178.03,0.34875,8.37,56.28,79.29,50.37
2021-10-21 00:00:00,Manhattan,60.25,0.69,0.0,171.46,0.34445,8.81,44.33,66.27,50.86
2021-10-22 00:00:00,Manhattan,65.16,0.46,0.0,171.46,0.33811,5.32,37.49,62.1,49.55
2021-10-23 00:00:00,Manhattan,67.39,0.75,0.0,178.89,0.33312,2.57,35.4,77.81,49.1
2021-10-24 00:00:00,Manhattan,80.42,0.29,0.0,73.11,0.32939,4.9,45.54,62.13,49.42
2021-10-25 00:00:00,Manhattan,82.94,0.29,0.0,62.98,0.32715,7.54,48.45,72.14,50.0
2021-10-26 00:00:00,Manhattan,81.88,0.22,0.0,58.99,0.32295,5.53,46.02,54.68,49.22
2021-10-27 00:00:00,Manhattan,79.58,0.35,0.25,50.54,0.31911,8.68,44.8,66.99,48.85
2021-10-28 00:00:00,Manhattan,95.29,0.08,54.61,13.19,0.3821,8.05,49.93,64.31,49.51
2021-10-29 00:00:00,Manhattan,70.1,0.42,1.02,59.0,0.40393,18.21,49.57,57.76,48.45
2021-10-30 00:00:00,Manhattan,56.88,0.61,0.0,176.27,0.38864,11.03,37.49,63.45,47.62
2021-10-31 00:00:00,Manhattan,61.4,0.71,0.0,169.64,0.3831,5.23,32.59,71.98,46.92
2021-11-01 00:00:00,Manhattan,59.07,0.49,0.0,151.51,0.37969,7.96,39.43,56.77,47.13
2021-11-02 00:00:00,Manhattan,75.14,0.22,0.0,41.63,0.37635,3.27,39.18,43.34,46.37
2021-11-03 00:00:00,Manhattan,79.81,0.2,0.25,75.65,0.37374,1.1,32.59,48.69,45.93
2021-11-04 00:00:00,Manhattan,70.17,0.32,0.0,74.94,0.37136,2.82,33.58,50.16,45.61
2021-11-05 00:00:00,Manhattan,72.83,0.34,0.0,181.57,0.36943,5.32,41.07,55.33,46.07
2021-11-06 00:00:00,Manhattan,73.23,0.39,0.0,151.71,0.36753,7.05,42.42,61.92,45.77
2021-11-07 00:00:00,Manhattan,66.23,0.6,0.0,149.11,0.36573,6.31,43.54,70.93,46.1
2021-11-08 00:00:00,Manhattan,52.8,1.07,0.0,143.82,0.36369,7.31,51.93,78.37,46.8
2021-11-09 00:00:00,Manhattan,70.6,0.56,0.0,136.09,0.3611,3.02,45.59,73.15,47.22
2021-11-10 00:00:00,Manhattan,61.65,0.57,0.0,115.9,0.35842,4.25,44.37,63.75,47.12
2021-11-11 00:00:00,Manhattan,85.8,0.19,26.16,10.41,0.37937,5.08,46.56,59.29,47.31
2021-11-12 00:00:00,Manhattan,44.25,0.65,0.25,148.25,0.39194,10.8,38.52,55.85,46.01
2021-11-13 00:00:00,Manhattan,50.13,0.39,0.0,73.54,0.38519,12.5,27.75,46.33,44.36
2021-11-14 00:00:00,Manhattan,59.36,0.4,0.0,92.15,0.38158,4.34,23.59,52.18,43.1
2021-11-15 00:00:00,Manhattan,66.46,0.4,2.29,109.73,0.38046,4.61,38.5,57.67,43.75
2021-11-16 00:00:00,Manhattan,51.77,0.81,0.0,127.24,0.37942,5.64,45.86,72.54,44.22
2021-11-17 00:00:00,Manhattan,72.57,0.57,0.0,88.19,0.37839,2.37,38.52,74.16,44.72
2021-11-18 00:00:00,Manhattan,40.36,0.65,0.0,93.35,0.37652,11.14,34.14,55.49,44.71
2021-11-19 00:00:00,Manhattan,46.81,0.43,0.0,143.37,0.37285,3.6,24.94,50.7,43.04
2021-11-20 00:00:00,Manhattan,38.86,0.66,0.0,71.73,0.37045,8.16,24.94,53.65,42.14
2021-11-21 00:00:00,Manhattan,51.9,0.55,0.0,96.93,0.36981,2.37,31.93,57.9,42.69
2021-11-22 00:00:00,Manhattan,56.72,0.48,0.0,133.7,0.36837,5.44,30.2,59.13,42.78
2021-11-23 00:00:00,Manhattan,60.69,0.37,0.0,103.11,0.36609,2.24,27.27,55.36,42.08
2021-11-24 00:00:00,Manhattan,51.32,0.97,0.0,133.07,0.36462,7.2,26.29,73.99,42.08
2021-11-25 00:00:00,Manhattan,46.0,0.77,0.0,50.06,0.36413,10.07,36.93,61.57,43.36
2021-11-26 00:00:00,Manhattan,59.96,0.27,0.0,126.77,0.36112,7.47,22.37,40.44,42.47
2021-11-27 00:00:00,Manhattan,45.86,0.68,0.0,124.18,0.35835,6.38,22.39,63.37,41.62
2021-11-28 00:00:00,Manhattan,42.12,0.86,0.0,128.57,0.35731,7.72,39.49,68.52,42.44
2021-11-29 00:00:00,Manhattan,56.04,0.47,0.0,119.17,0.35523,3.83,28.49,54.75,42.39
2021-11-30 00:00:00,Manhattan,51.41,0.81,0.0,128.43,0.35338,4.16,38.16,75.45,42.68
2021-12-01 00:00:00,Manhattan,72.61,0.3,0.0,32.17,0.35151,1.66,37.04,53.04,42.65
2021-12-02 00:00:00,Manhattan,58.94,0.64,0.0,105.64,0.35028,4.27,35.83,65.1,42.71
2021-12-03 00:00:00,Manhattan,45.61,0.9,0.0,121.72,0.34855,2.73,42.91,73.83,43.21
2021-12-04 00:00:00,Manhattan,55.17,0.66,0.0,121.87,0.3462,6.06,38.62,65.71,43.21
2021-12-05 00:00:00,Manhattan,68.07,0.32,0.0,117.04,0.34341,4.43,31.93,51.44,42.73
2021-12-06 00:00:00,Manhattan,54.81,0.57,0.0,107.43,0.34211,9.84,36.3,60.82,43.24
2021-12-07 00:00:00,Manhattan,50.54,0.29,0.0,79.08,0.33858,7.72,25.32,36.41,42.0
2021-12-08 00:00:00,Manhattan,48.1,0.38,0.0,78.93,0.33634,5.5,27.01,44.37,41.11
2021-12-09 00:00:00,Manhattan,49.39,0.56,0.0,115.97,0.33466,4.65,25.81,60.44,40.79
2021-12-10 00:00:00,Manhattan,54.95,0.65,0.0,119.38,0.33424,4.23,36.54,64.36,41.7
2021-12-11 00:00:00,Manhattan,62.86,0.41,0.0,65.21,0.33328,8.52,32.29,64.98,41.85
2021-12-12 00:00:00,Manhattan,49.86,0.4,0.0,122.37,0.33099,8.01,27.39,48.25,41.31
2021-12-13 00:00:00,Manhattan,31.56,0.76,0.0,119.01,0.32829,9.22,34.99,58.51,40.84
2021-12-14 00:00:00,Manhattan,50.29,0.55,0.0,111.97,0.32696,2.86,28.98,60.33,40.97
2021-12-15 00:00:00,Manhattan,67.45,0.51,0.0,87.95,0.32613,6.31,34.14,67.55,41.49
2021-12-16 00:00:00,Manhattan,62.91,0.71,8.13,64.23,0.32778,17.27,38.01,75.96,43.63
2021-12-17 00:00:00,Manhattan,58.76,0.33,0.0,120.02,0.32543,3.89,28.98,49.12,42.44
2021-12-18 00:00:00,Manhattan,71.44,0.25,0.0,110.18,0.32267,3.09,26.06,53.02,41.07
2021-12-19 00:00:00,Manhattan,76.66,0.11,0.0,34.54,0.32069,7.65,14.07,31.06,40.13
2021-12-20 00:00:00,Manhattan,63.8,0.24,0.0,118.8,0.31787,5.99,10.4,42.76,38.49
2021-12-21 00:00:00,Manhattan,53.13,0.32,0.0,117.29,0.31742,6.82,22.51,44.71,38.76
2021-12-22 00:00:00,Manhattan,61.36,0.28,0.0,104.06,0.31599,3.09,17.73,48.74,38.34
2021-12-23 00:00:00,Manhattan,61.3,0.42,0.0,115.73,0.31509,4.94,19.2,58.89,38.29
2021-12-24 00:00:00,Manhattan,74.26,0.34,0.0,98.16,0.31623,5.06,36.07,60.58,39.67
2021-12-25 00:00:00,Manhattan,59.85,0.64,0.0,94.17,0.3163,4.88,34.84,68.04,40.39
2021-12-26 00:00:00,Manhattan,72.38,0.3,0.0,111.18,0.31576,2.59,30.94,57.04,40.67
2021-12-27 00:00:00,Manhattan,72.04,0.47,0.0,39.98,0.31445,5.66,27.14,65.62,40.4
2021-12-28 00:00:00,Manhattan,43.19,0.51,0.0,65.94,0.31405,4.83,32.65,59.16,40.78
2021-12-29 00:00:00,Manhattan,50.34,0.45,0.0,111.92,0.3126,7.78,18.72,53.76,40.52
2021-12-30 00:00:00,Manhattan,59.67,0.18,0.0,25.15,0.30974,5.64,16.75,30.45,39.12
2021-12-31 00:00:00,Manhattan,64.67,0.25,0.0,108.08,0.30881,3.58,26.04,46.42,39.11
2022-01-01 00:00:00,Manhattan,75.28,0.21,0.0,78.11,0.30771,7.78,22.98,48.25,38.96
2022-01-02 00:00:00,Manhattan,78.42,0.05,0.0,25.52,0.30548,13.85,5.23,23.11,37.71
2022-01-03 00:00:00,Manhattan,61.03,0.09,0.0,127.15,0.30278,4.14,-3.35,19.04,36.05
2022-01-04 00:00:00,Manhattan,63.15,0.27,5.59,126.32,0.30113,3.22,5.23,48.61,35.51
2022-01-05 00:00:00,Manhattan,51.93,0.4,0.0,101.95,0.30226,10.16,26.65,47.34,36.5
2022-01-06 00:00:00,Manhattan,54.46,0.15,0.0,66.35,0.30223,10.38,11.97,26.78,35.96
2022-01-07 00:00:00,Manhattan,59.26,0.1,0.0,115.32,0.30103,8.81,5.85,14.65,34.92
2022-01-08 00:00:00,Manhattan,61.35,0.13,0.0,108.67,0.30049,6.33,9.28,23.83,34.42
2022-01-09 00:00:00,Manhattan,86.9,0.08,0.0,17.73,0.3009,3.62,17.24,42.78,34.53
2022-01-10 00:00:00,Manhattan,47.42,0.24,0.0,127.79,0.30135,7.52,14.9,34.61,35.0
2022-01-11 00:00:00,Manhattan,54.98,0.31,0.0,128.03,0.30109,3.06,17.73,48.74,35.0
2022-01-12 00:00:00,Manhattan,48.01,0.58,0.0,128.42,0.30173,5.41,25.57,63.14,35.58
2022-01-13 00:00:00,Manhattan,60.08,0.39,0.0,85.77,0.30212,4.14,26.29,55.72,36.09
2022-01-14 00:00:00,Manhattan,61.17,0.43,0.0,126.93,0.30276,4.05,31.68,59.22,36.74
2022-01-15 00:00:00,Manhattan,75.47,0.24,0.76,33.93,0.30346,7.34,22.6,52.66,37.34
2022-01-16 00:00:00,Manhattan,81.27,0.07,0.0,40.93,0.30225,13.67,12.09,22.86,36.38
2022-01-17 00:00:00,Manhattan,73.81,0.18,0.51,132.51,0.3007,4.72,10.15,44.83,35.31
2022-01-18 00:00:00,Manhattan,64.48,0.35,0.0,130.06,0.30115,4.9,24.58,54.27,35.9
2022-01-19 00:00:00,Manhattan,51.01,0.57,0.0,114.1,0.30231,5.28,34.86,63.01,36.99
2022-01-20 00:00:00,Manhattan,51.21,0.18,0.0,61.93,0.30164,14.16,9.66,38.75,36.59
2022-01-21 00:00:00,Manhattan,55.23,0.11,0.0,144.63,0.29933,4.56,3.65,19.04,35.0
2022-01-22 00:00:00,Manhattan,51.58,0.22,0.0,127.64,0.29834,5.03,2.32,31.89,34.32
2022-01-23 00:00:00,Manhattan,37.35,0.49,0.0,134.24,0.29883,5.28,24.84,51.31,34.72
2022-01-24 00:00:00,Manhattan,55.02,0.42,0.0,137.16,0.2998,5.39,30.7,51.57,35.78
2022-01-25 00:00:00,Manhattan,50.08,0.5,0.0,122.1,0.30168,8.81,20.17,53.65,37.16
2022-01-26 00:00:00,Manhattan,51.22,0.18,0.0,102.41,0.30002,5.73,10.4,25.43,36.07
2022-01-27 00:00:00,Manhattan,37.1,0.32,0.0,117.83,0.29927,7.45,17.37,39.11,35.57
2022-01-28 00:00:00,Manhattan,60.91,0.3,0.0,127.52,0.29961,6.6,23.59,47.03,35.97
2022-01-29 00:00:00,Manhattan,49.39,0.26,0.0,103.94,0.29964,4.63,20.68,36.52,36.19
2022-01-30 00:00:00,Manhattan,44.84,0.58,0.0,153.89,0.29951,5.59,26.19,60.82,36.17
2022-01-31 00:00:00,Manhattan,47.25,0.42,0.0,137.24,0.29964,1.95,24.58,51.8,36.42
2022-02-01 00:00:00,Manhattan,38.46,0.89,0.0,144.6,0.30005,5.61,23.59,68.76,36.87
2022-02-02 00:00:00,Manhattan,49.14,0.41,0.0,65.83,0.30069,9.26,22.01,52.05,37.57
2022-02-03 00:00:00,Manhattan,59.86,0.13,0.0,95.62,0.29943,13.53,10.62,22.14,36.73
2022-02-04 00:00:00,Manhattan,46.75,0.14,1.52,161.95,0.29835,7.25,2.79,21.74,36.03
2022-02-05 00:00:00,Manhattan,55.12,0.2,0.25,164.03,0.29739,4.14,2.79,39.83,35.47
2022-02-06 00:00:00,Manhattan,49.24,0.38,0.0,167.12,0.29723,7.65,13.32,49.35,35.47
2022-02-07 00:00:00,Manhattan,56.38,0.35,0.0,144.92,0.33255,5.57,22.24,52.66,35.75
2022-02-08 00:00:00,Manhattan,48.0,0.54,0.0,141.64,0.36075,5.75,23.59,58.64,35.98
2022-02-09 00:00:00,Manhattan,38.78,0.71,0.0,148.29,0.3586,6.69,32.41,64.98,36.78
2022-02-10 00:00:00,Manhattan,38.08,0.64,0.0,153.16,0.35724,5.84,29.84,59.74,37.1
2022-02-11 00:00:00,Manhattan,48.38,0.57,0.0,166.03,0.35649,7.83,28.24,55.36,37.64
2022-02-12 00:00:00,Manhattan,45.3,0.57,0.0,130.5,0.35638,13.0,20.91,54.27,38.63
2022-02-13 00:00:00,Manhattan,43.7,0.27,0.0,175.82,0.35327,6.73,9.16,37.15,37.24
2022-02-14 00:00:00,Manhattan,43.68,0.34,0.0,177.65,0.35182,7.16,23.36,37.62,36.98
2022-02-15 00:00:00,Manhattan,41.14,0.51,0.0,180.82,0.35097,3.96,22.86,52.39,37.14
2022-02-16 00:00:00,Manhattan,42.86,0.87,0.0,129.62,0.35044,10.11,26.8,70.48,37.54
2022-02-17 00:00:00,Manhattan,48.03,0.64,0.0,147.49,0.35213,12.59,29.97,59.77,39.51
2022-02-18 00:00:00,Manhattan,33.6,0.3,0.0,89.04,0.34918,11.65,17.11,30.2,38.1
2022-02-19 00:00:00,Manhattan,39.48,0.47,0.0,187.89,0.34655,9.35,16.39,55.11,36.84
2022-02-20 00:00:00,Manhattan,35.23,0.4,0.0,190.17,0.34642,6.91,17.73,42.21,37.3
2022-02-21 00:00:00,Manhattan,36.85,0.94,0.0,192.58,0.34692,9.17,41.45,67.41,38.37
2022-02-22 00:00:00,Manhattan,54.46,0.61,0.0,173.33,0.34718,8.77,19.08,69.87,39.29
2022-02-23 00:00:00,Manhattan,66.86,0.09,0.0,140.89,0.34395,14.0,5.36,19.2,37.78
2022-02-24 00:00:00,Manhattan,53.21,0.12,0.0,171.8,0.34049,9.55,0.59,21.87,35.76
2022-02-25 00:00:00,Manhattan,73.85,0.07,0.0,75.42,0.33897,6.46,6.71,18.59,35.1
2022-02-26 00:00:00,Manhattan,58.19,0.16,0.25,200.3,0.33817,3.2,2.93,28.69,34.94
2022-02-27 00:00:00,Manhattan,50.2,0.3,0.0,201.14,0.33769,2.35,6.46,42.12,35.1
2022-02-28 00:00:00,Manhattan,35.39,0.59,0.0,210.82,0.33785,3.91,15.53,56.19,35.62
2022-03-01 00:00:00,Manhattan,25.21,0.97,0.0,193.24,0.33858,3.62,25.07,68.4,36.74
2022-03-02 00:00:00,Manhattan,27.28,1.25,0.0,208.73,0.33931,4.03,34.36,77.27,38.06
